Bait	Prey	Abundance	Reproducibility	Specificity	MIST	Ip	WD	WDv2	Entry.name	Gene.names	Protein.names	Length	Mass	Organism	Gene.names...primary..
EBOV_VP35	O00425	0.000372912620542458	0.990776420839239	0.504564819780034	0.65157070128816	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	74.0337760755184	7.50632366883833	IF2B3_HUMAN	IGF2BP3 IMP3 KOC1 VICKZ3	Insulin-like growth factor 2 mRNA-binding protein 3 (IGF2 mRNA-binding protein 3) (IMP-3) (IGF-II mRNA-binding protein 3) (KH domain-containing protein overexpressed in cancer) (hKOC) (VICKZ family member 3)	579	63,705	Homo sapiens (Human)	IGF2BP3
EBOV_VP35	O00458	0.000111972153950844	5.58110672701622e-11	0.160139519570994	0.109777909432369	FU000425	3.5197473855626	3.5197473855626	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1 (Nerve growth factor-inducible protein PC4)	451	50,269	Homo sapiens (Human)	IFRD1
EBOV_VP35	O00479	0.000557483070807304	0.760432323817808	0.1198538591365	0.316780526443273	FU000393,FU000395,FU000423,FU000425	1.3228756555323	1.3228756555323	HMGN4_HUMAN	HMGN4 HMG17L3 NHC	High mobility group nucleosome-binding domain-containing protein 4 (Non-histone chromosomal protein HMG-17-like 3) (Non-histone chromosomal protein)	90	9,539	Homo sapiens (Human)	HMGN4
EBOV_VP35	O00483	0.00147887798194188	0.994221533054487	0.128427393274535	0.3947942460697	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	1.63299316185545	1.63299316185545	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4 (Complex I-MLRQ) (CI-MLRQ) (NADH-ubiquinone oxidoreductase MLRQ subunit)	81	9,370	Homo sapiens (Human)	NDUFA4
EBOV_VP35	O00541	0.000192474657401093	0.976272830128677	0.293963868467926	0.502725774902007	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	2.80849090447964	1.92093244725541	PESC_HUMAN	PES1	Pescadillo homolog	588	68,003	Homo sapiens (Human)	PES1
EBOV_VP35	O00566	2.03355305028878e-05	0.386792176052448	1	0.804847111277224	FU000393,FU000395	9.39050748043972	4.45101825354241	MPP10_HUMAN	MPHOSPH10 MPP10	U3 small nucleolar ribonucleoprotein protein MPP10 (M phase phosphoprotein 10)	681	78,864	Homo sapiens (Human)	MPHOSPH10
EBOV_VP35	O00567	0.00193211248231357	0.996415682758011	0.438266114111574	0.607871449876349	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	19.6986661186964	8.46408526168202	NOP56_HUMAN	NOP56 NOL5A	Nucleolar protein 56 (Nucleolar protein 5A)	594	66,050	Homo sapiens (Human)	NOP56
EBOV_VP35	O00571	0.000351757235635077	0.953137660475551	0.0815042422573237	0.349945631969464	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	2.27303028283098	2.27303028283098	DDX3X_HUMAN	DDX3X DBX DDX3	ATP-dependent RNA helicase DDX3X (EC 3.6.4.13) (DEAD box protein 3, X-chromosomal) (DEAD box, X isoform) (Helicase-like protein 2) (HLP2)	662	73,243	Homo sapiens (Human)	DDX3X
EBOV_VP35	O14654	0.000602765403345579	0.969494824261968	0.587170219779529	0.701632887972414	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	4.85707651696447	4.85707651696447	IRS4_HUMAN	IRS4	Insulin receptor substrate 4 (IRS-4) (160 kDa phosphotyrosine protein) (py160) (Phosphoprotein of 160 kDa) (pp160)	1257	133,768	Homo sapiens (Human)	IRS4
EBOV_VP35	O14734	2.1386160817911e-05	5.58110672701622e-11	0.127585852843589	0.0874615054615465	FU000393	1.22474487139159	1.22474487139159	ACOT8_HUMAN	ACOT8 ACTEIII PTE1	Acyl-coenzyme A thioesterase 8 (Acyl-CoA thioesterase 8) (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (EC 3.1.2.27) (HIV-Nef-associated acyl-CoA thioesterase) (Peroxisomal acyl-CoA thioesterase 2) (PTE-2) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (PTE-1) (Peroxisomal long-chain acyl-CoA thioesterase 1) (Thioesterase II) (hACTE-III) (hACTEIII) (hTE)	319	35,914	Homo sapiens (Human)	ACOT8
EBOV_VP35	O14757	0.000110969549226351	0.566239313805937	0.0807071800348877	0.230028055852775	FU000393,FU000423,FU000437	1.52752523165195	1.52752523165195	CHK1_HUMAN	CHEK1 CHK1	Serine/threonine-protein kinase Chk1 (EC 2.7.11.1) (CHK1 checkpoint homolog) (Cell cycle checkpoint kinase) (Checkpoint kinase-1)	476	54,434	Homo sapiens (Human)	CHEK1
EBOV_VP35	O14933	0.000262743890287083	0.375477595664745	0.0746014553800965	0.16698771222164	FU000423,FU000451	1.58113883008419	1.58113883008419	UB2L6_HUMAN	UBE2L6 UBCH8	Ubiquitin/ISG15-conjugating enzyme E2 L6 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L6) (Retinoic acid-induced gene B protein) (RIG-B) (UbcH8) (Ubiquitin carrier protein L6) (Ubiquitin-protein ligase L6)	153	17,769	Homo sapiens (Human)	UBE2L6
EBOV_VP35	O14965	0.000127985745295112	0.663239012048022	0.279205029340061	0.396027734845124	FU000395,FU000423,FU000425,FU000437	1.90494094396651	1.51671841207315	AURKA_HUMAN	AURKA AIK AIRK1 ARK1 AURA AYK1 BTAK IAK1 STK15 STK6	Aurora kinase A (EC 2.7.11.1) (Aurora 2) (Aurora/IPL1-related kinase 1) (ARK-1) (Aurora-related kinase 1) (hARK1) (Breast tumor-amplified kinase) (Serine/threonine-protein kinase 15) (Serine/threonine-protein kinase 6) (Serine/threonine-protein kinase aurora-A)	403	45,809	Homo sapiens (Human)	AURKA
EBOV_VP35	O15042	0.00269145741102242	0.99650288436265	0.108803193978308	0.382052753502648	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	7.81024967590665	7.81024967590665	SR140_HUMAN	U2SURP KIAA0332 SR140	U2 snRNP-associated SURP motif-containing protein (140 kDa Ser/Arg-rich domain protein) (U2-associated protein SR140)	1029	118,292	Homo sapiens (Human)	U2SURP
EBOV_VP35	O15160	0.000187809240443857	0.814147000694995	0.297849073149078	0.455368411601925	FU000393,FU000395,FU000425,FU000437,FU000451	26.6208376158771	4.26598795696912	RPAC1_HUMAN	POLR1C POLR1E	DNA-directed RNA polymerases I and III subunit RPAC1 (DNA-directed RNA polymerase I subunit C) (RNA polymerases I and III subunit AC1) (AC40) (DNA-directed RNA polymerases I and III 40 kDa polypeptide) (RPA40) (RPA39) (RPC40)	346	39,250	Homo sapiens (Human)	POLR1C
EBOV_VP35	O15226	0.00258162487226518	0.99549947923661	0.984826712111066	0.982265400232367	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	259.206669177753	26.281101128558	NKRF_HUMAN	NKRF ITBA4 NRF	NF-kappa-B-repressing factor (NFkB-repressing factor) (Protein ITBA4) (Transcription factor NRF)	690	77,673	Homo sapiens (Human)	NKRF
EBOV_VP35	O15235	0.00231543222091472	0.974429430722625	0.125152321301095	0.386447680012001	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	2.67706306736817	2.67706306736817	RT12_HUMAN	MRPS12 RPMS12 RPSM12	28S ribosomal protein S12, mitochondrial (MRP-S12) (S12mt) (MT-RPS12) (Mitochondrial small ribosomal subunit protein uS12m)	138	15,173	Homo sapiens (Human)	MRPS12
EBOV_VP35	O15347	0.000466963281634543	0.145920148448475	0.0736314517017332	0.0954986229580215	FU000393,FU000425	2.54950975679639	2.54950975679639	HMGB3_HUMAN	HMGB3 HMG2A HMG4	High mobility group protein B3 (High mobility group protein 2a) (HMG-2a) (High mobility group protein 4) (HMG-4)	200	22,980	Homo sapiens (Human)	HMGB3
EBOV_VP35	O15446	0.000190022219593392	0.975541624349807	0.394107286460618	0.571149475834693	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	13.0526287867528	3.0800102561964	RPA34_HUMAN	CD3EAP ASE1 CAST PAF49	DNA-directed RNA polymerase I subunit RPA34 (A34.5) (Antisense to ERCC-1 protein) (ASE-1) (CD3-epsilon-associated protein) (CAST) (CD3E-associated protein) (RNA polymerase I-associated factor PAF49)	510	54,986	Homo sapiens (Human)	CD3EAP
EBOV_VP35	O43143	0.00250010385707009	0.997139457895672	0.749554864486185	0.821489692717464	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	70.6562506274107	16.6726549994032	DHX15_HUMAN	DHX15 DBP1 DDX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 (EC 3.6.4.13) (ATP-dependent RNA helicase #46) (DEAH box protein 15)	795	90,933	Homo sapiens (Human)	DHX15
EBOV_VP35	O43159	0.000555301847951939	0.991101999776901	0.545093844517322	0.679455290945251	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	80.1151637939287	8.12291878244596	RRP8_HUMAN	RRP8 KIAA0409 NML hucep-1	Ribosomal RNA-processing protein 8 (EC 2.1.1.-) (Cerebral protein 1) (Nucleomethylin)	456	50,715	Homo sapiens (Human)	RRP8
EBOV_VP35	O43172	0.000517526000158868	0.983641716176114	1	0.988996063146777	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	828.070263103169	19.8115634933678	PRP4_HUMAN	PRPF4 PRP4	U4/U6 small nuclear ribonucleoprotein Prp4 (PRP4 homolog) (hPrp4) (U4/U6 snRNP 60 kDa protein) (WD splicing factor Prp4)	522	58,449	Homo sapiens (Human)	PRPF4
EBOV_VP35	O43175	0.000298623518561018	0.957191791951414	0.0663362581098489	0.340798331663823	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	1.87082869338697	1.87082869338697	SERA_HUMAN	PHGDH PGDH3	D-3-phosphoglycerate dehydrogenase (3-PGDH) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399) (Malate dehydrogenase) (EC 1.1.1.37)	533	56,651	Homo sapiens (Human)	PHGDH
EBOV_VP35	O43252	1.12601137364631e-05	5.58110672701622e-11	0.219659157095266	0.150578615907873	FU000395	1.48016560898457	1.48016560898457	PAPS1_HUMAN	PAPSS1 ATPSK1 PAPSS	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 (PAPS synthase 1) (PAPSS 1) (Sulfurylase kinase 1) (SK 1) (SK1) [Includes: Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT); Adenylyl-sulfate kinase (EC 2.7.1.25) (3'-phosphoadenosine-5'-phosphosulfate synthase) (APS kinase) (Adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenylylsulfate 3'-phosphotransferase)]	624	70,833	Homo sapiens (Human)	PAPSS1
EBOV_VP35	O43290	0.000112127608855155	0.979455764661331	0.419999942038722	0.590106315618473	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	4.7729707730092	2.05084097221806	SNUT1_HUMAN	SART1	U4/U6.U5 tri-snRNP-associated protein 1 (SNU66 homolog) (hSnu66) (Squamous cell carcinoma antigen recognized by T-cells 1) (SART-1) (hSART-1) (U4/U6.U5 tri-snRNP-associated 110 kDa protein) (allergen Hom s 1)	800	90,255	Homo sapiens (Human)	SART1
EBOV_VP35	O43347	3.82555145648248e-05	0.386792176052448	1	0.804847218080329	FU000393,FU000395	9.39050748043972	4.45101825354241	MSI1H_HUMAN	MSI1	RNA-binding protein Musashi homolog 1 (Musashi-1)	362	39,125	Homo sapiens (Human)	MSI1
EBOV_VP35	O43390	0.00133742590652788	0.996410323237524	0.586824573159295	0.709704561233305	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	148.771267020349	15.0839973600535	HNRPR_HUMAN	HNRNPR HNRPR	Heterogeneous nuclear ribonucleoprotein R (hnRNP R)	633	70,943	Homo sapiens (Human)	HNRNPR
EBOV_VP35	O43395	0.000141190312515052	0.796440335216732	1	0.931236578118681	FU000393,FU000395,FU000425,FU000437,FU000451	222.537196494638	11.2326922894872	PRPF3_HUMAN	PRPF3 HPRP3 PRP3	U4/U6 small nuclear ribonucleoprotein Prp3 (Pre-mRNA-splicing factor 3) (hPrp3) (U4/U6 snRNP 90 kDa protein)	683	77,529	Homo sapiens (Human)	PRPF3
EBOV_VP35	O43396	0.000412242852605603	0.965822404435078	0.0606945362970943	0.339594354984777	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	1.63299316185545	1.63299316185545	TXNL1_HUMAN	TXNL1 TRP32 TXL TXNL	Thioredoxin-like protein 1 (32 kDa thioredoxin-related protein)	289	32,251	Homo sapiens (Human)	TXNL1
EBOV_VP35	O43447	0.000335278160903587	0.746246724596698	0.879961494101038	0.833463904018861	FU000393,FU000425,FU000437,FU000451	16.4644419461165	4.17009017833276	PPIH_HUMAN	PPIH CYP20 CYPH	Peptidyl-prolyl cis-trans isomerase H (PPIase H) (EC 5.2.1.8) (Rotamase H) (Small nuclear ribonucleoprotein particle-specific cyclophilin H) (CypH) (U-snRNP-associated cyclophilin SnuCyp-20) (USA-CYP)	177	19,208	Homo sapiens (Human)	PPIH
EBOV_VP35	O43482	0.000826451556729324	0.990035925682995	0.111098628556401	0.381619930663951	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	2.04124145231932	2.04124145231932	MS18B_HUMAN	OIP5 MIS18B	Protein Mis18-beta (Cancer/testis antigen 86) (CT86) (Opa-interacting protein 5) (OIP-5)	229	24,691	Homo sapiens (Human)	OIP5
EBOV_VP35	O43660	0.000761441678451067	0.978790478241633	0.672798810181206	0.763201076811613	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	100.418079561853	10.1814421383227	PLRG1_HUMAN	PLRG1	Pleiotropic regulator 1	514	57,194	Homo sapiens (Human)	PLRG1
EBOV_VP35	O43663	1.10035246788929e-05	5.58110672701622e-11	0.31218448034898	0.214005648722256	FU000393	2.15582467177851	2.15582467177851	PRC1_HUMAN	PRC1	Protein regulator of cytokinesis 1	620	71,607	Homo sapiens (Human)	PRC1
EBOV_VP35	O43665	0.000493761205928011	0.60144120717007	0.0817416090242907	0.24160028886721	FU000393,FU000437,FU000451	1.91485421551268	1.91485421551268	RGS10_HUMAN	RGS10	Regulator of G-protein signaling 10 (RGS10)	181	21,210	Homo sapiens (Human)	RGS10
EBOV_VP35	O43670	1.50924810017425e-05	5.58110672701622e-11	0.0289526875008524	0.0198474467771155	FU000425	1.72733688170499	1.72733688170499	ZN207_HUMAN	ZNF207 BUGZ	BUB3-interacting and GLEBS motif-containing protein ZNF207 (BuGZ) (hBuGZ) (Zinc finger protein 207)	478	50,751	Homo sapiens (Human)	ZNF207
EBOV_VP35	O43677	0.00237308258810585	0.989430592607436	0.127825071025304	0.392908528747953	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	2	2	NDUC1_HUMAN	NDUFC1	NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial (Complex I-KFYI) (CI-KFYI) (NADH-ubiquinone oxidoreductase KFYI subunit)	76	8,734	Homo sapiens (Human)	NDUFC1
EBOV_VP35	O43684	0.00082455288234273	0.988063413814866	0.114422517773708	0.383289899558534	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	2.44948974278318	2.44948974278318	BUB3_HUMAN	BUB3	Mitotic checkpoint protein BUB3	328	37,155	Homo sapiens (Human)	BUB3
EBOV_VP35	O43734	0.000245912203657461	0.844427750152737	0.0681508089369892	0.307250820425753	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	1.73205080756888	1.73205080756888	CIKS_HUMAN	TRAF3IP2 C6orf2 C6orf4 C6orf5 C6orf6	Adapter protein CIKS (Connection to IKK and SAPK/JNK) (Nuclear factor NF-kappa-B activator 1) (ACT1) (TRAF3-interacting protein 2)	574	64,666	Homo sapiens (Human)	TRAF3IP2
EBOV_VP35	O43809	0.000586783299565098	0.946452936082785	0.0510162169702608	0.32698474849337	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	1.73205080756888	1.73205080756888	CPSF5_HUMAN	NUDT21 CFIM25 CPSF25 CPSF5	Cleavage and polyadenylation specificity factor subunit 5 (Cleavage and polyadenylation specificity factor 25 kDa subunit) (CPSF 25 kDa subunit) (Cleavage factor Im complex 25 kDa subunit) (CFIm25) (Nucleoside diphosphate-linked moiety X motif 21) (Nudix motif 21) (Nudix hydrolase 21) (Pre-mRNA cleavage factor Im 68 kDa subunit)	227	26,227	Homo sapiens (Human)	NUDT21
EBOV_VP35	O43818	0.00172279267730987	0.996667003532175	1	0.993021938444139	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	1440.88455961855	34.4731325485837	U3IP2_HUMAN	RRP9 RNU3IP2 U355K	U3 small nucleolar RNA-interacting protein 2 (RRP9 homolog) (U3 small nucleolar ribonucleoprotein-associated 55 kDa protein) (U3 snoRNP-associated 55 kDa protein) (U3-55K)	475	51,841	Homo sapiens (Human)	RRP9
EBOV_VP35	O43837	0.000274152206875081	0.988965067491805	0.0785785313960019	0.358993395277673	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	1.52752523165195	1.52752523165195	IDH3B_HUMAN	IDH3B	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial (Isocitric dehydrogenase subunit beta) (NAD(+)-specific ICDH subunit beta)	385	42,184	Homo sapiens (Human)	IDH3B
EBOV_VP35	O60229	2.41681940329411e-06	5.58110672701622e-11	0.447139956004556	0.306518925662146	FU000425	2.15582467177851	2.15582467177851	KALRN_HUMAN	KALRN DUET DUO HAPIP TRAD	Kalirin (EC 2.7.11.1) (Huntingtin-associated protein-interacting protein) (Protein Duo) (Serine/threonine-protein kinase with Dbl- and pleckstrin homology domain)	2986	340,261	Homo sapiens (Human)	KALRN
EBOV_VP35	O60287	2.60601022794667e-05	0.72624204967737	0.252926846813955	0.397451497664603	FU000393,FU000395,FU000425,FU000451	16.26651605633	4.11995979360804	NPA1P_HUMAN	URB1 C21orf108 KIAA0539 NOP254 NPA1	Nucleolar pre-ribosomal-associated protein 1 (Nucleolar protein 254 kDa) (URB1 ribosome biogenesis 1 homolog)	2271	254,389	Homo sapiens (Human)	URB1
EBOV_VP35	O60506	0.00050183108138834	0.983881705076344	0.460328439686223	0.619119762069752	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	88.9176821971648	9.0154107737797	HNRPQ_HUMAN	SYNCRIP HNRPQ NSAP1	Heterogeneous nuclear ribonucleoprotein Q (hnRNP Q) (Glycine- and tyrosine-rich RNA-binding protein) (GRY-RBP) (NS1-associated protein 1) (Synaptotagmin-binding, cytoplasmic RNA-interacting protein)	623	69,603	Homo sapiens (Human)	SYNCRIP
EBOV_VP35	O60518	1.27173049258877e-05	5.58110672701622e-11	0.204199238532457	0.139980695818742	FU000395	1.73205080756888	1.73205080756888	RNBP6_HUMAN	RANBP6	Ran-binding protein 6 (RanBP6)	1105	124,714	Homo sapiens (Human)	RANBP6
EBOV_VP35	O60547	0.000156444178359427	0.67915818169098	0.0458951196809285	0.241003169696894	FU000393,FU000395,FU000425,FU000451	1.4142135623731	1.4142135623731	GMDS_HUMAN	GMDS	GDP-mannose 4,6 dehydratase (EC 4.2.1.47) (GDP-D-mannose dehydratase) (GMD)	372	41,950	Homo sapiens (Human)	GMDS
EBOV_VP35	O60716	3.6487034922567e-05	0.282541297836541	0.0359662486421866	0.111827907190942	FU000395,FU000425	1.89736659610103	1.75856758831139	CTND1_HUMAN	CTNND1 KIAA0384	Catenin delta-1 (Cadherin-associated Src substrate) (CAS) (p120 catenin) (p120(ctn)) (p120(cas))	968	108,170	Homo sapiens (Human)	CTNND1
EBOV_VP35	O60762	3.09541230386862e-05	5.58110672701622e-11	0.0655725955784763	0.044950854498794	FU000423	2.24052675931453	2.24052675931453	DPM1_HUMAN	DPM1	Dolichol-phosphate mannosyltransferase subunit 1 (EC 2.4.1.83) (Dolichol-phosphate mannose synthase subunit 1) (DPM synthase subunit 1) (Dolichyl-phosphate beta-D-mannosyltransferase subunit 1) (Mannose-P-dolichol synthase subunit 1) (MPD synthase subunit 1)	260	29,634	Homo sapiens (Human)	DPM1
EBOV_VP35	O60832	0.000994312837146054	0.98715253936667	0.443387308582265	0.608518532981537	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	12.5171581601387	5.37834862842907	DKC1_HUMAN	DKC1 NOLA4	H/ACA ribonucleoprotein complex subunit DKC1 (EC 5.4.99.-) (CBF5 homolog) (Dyskerin) (Nopp140-associated protein of 57 kDa) (Nucleolar protein NAP57) (Nucleolar protein family A member 4) (snoRNP protein DKC1)	514	57,674	Homo sapiens (Human)	DKC1
EBOV_VP35	O60841	2.95664177001349e-05	5.58110672701622e-11	0.0256629299537203	0.0175923713456437	FU000425	2.23606797749979	2.23606797749979	IF2P_HUMAN	EIF5B IF2 KIAA0741	Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2)	1220	138,827	Homo sapiens (Human)	EIF5B
EBOV_VP35	O60869	0.000187141841519818	0.386792176052448	0.0391409815466631	0.14616963970289	FU000393,FU000395	1.4142135623731	1.4142135623731	EDF1_HUMAN	EDF1	Endothelial differentiation-related factor 1 (EDF-1) (Multiprotein-bridging factor 1) (MBF1)	148	16,369	Homo sapiens (Human)	EDF1
EBOV_VP35	O60884	5.5528603263743e-05	0.340074978635297	0.0528956628145787	0.141184169924846	FU000393,FU000451	1.83711730708738	1.55154912469787	DNJA2_HUMAN	DNAJA2 CPR3 HIRIP4	DnaJ homolog subfamily A member 2 (Cell cycle progression restoration gene 3 protein) (Dnj3) (Dj3) (HIRA-interacting protein 4) (Renal carcinoma antigen NY-REN-14)	412	45,746	Homo sapiens (Human)	DNAJA2
EBOV_VP35	O75150	0.000242284986271926	0.944969299216893	1	0.977062821905906	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	780.712131118906	18.6785211894243	BRE1B_HUMAN	RNF40 BRE1B KIAA0661	E3 ubiquitin-protein ligase BRE1B (BRE1-B) (EC 2.3.2.27) (95 kDa retinoblastoma-associated protein) (RBP95) (RING finger protein 40) (RING-type E3 ubiquitin transferase BRE1B)	1001	113,678	Homo sapiens (Human)	RNF40
EBOV_VP35	O75190	8.7365134296846e-05	0.386804224540436	0.295849285060502	0.322148871495486	FU000395,FU000425	5.40030861551776	3.41678818518894	DNJB6_HUMAN	DNAJB6 HSJ2 MRJ MSJ1	DnaJ homolog subfamily B member 6 (HHDJ1) (Heat shock protein J2) (HSJ-2) (MRJ) (MSJ-1)	326	36,087	Homo sapiens (Human)	DNAJB6
EBOV_VP35	O75340	0.00164636087273715	0.991059057339788	0.110197778772178	0.381322942597962	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	2.64575131106459	2.64575131106459	PDCD6_HUMAN	PDCD6 ALG2	Programmed cell death protein 6 (Apoptosis-linked gene 2 protein homolog) (ALG-2)	191	21,868	Homo sapiens (Human)	PDCD6
EBOV_VP35	O75367	5.94104675622698e-05	0.365992916230151	0.722140786165152	0.607954878854948	FU000395,FU000423	4.64030108940864	2.93592960455107	H2AY_HUMAN	H2AFY MACROH2A1	Core histone macro-H2A.1 (Histone macroH2A1) (mH2A1) (Histone H2A.y) (H2A/y) (Medulloblastoma antigen MU-MB-50.205)	372	39,617	Homo sapiens (Human)	H2AFY
EBOV_VP35	O75380	0.000722866045191469	0.884462540011725	0.155045632458025	0.379172867257748	FU000393,FU000395,FU000425,FU000437,FU000451	1.54919333848297	1.54919333848297	NDUS6_HUMAN	NDUFS6	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial (Complex I-13kD-A) (CI-13kD-A) (NADH-ubiquinone oxidoreductase 13 kDa-A subunit)	124	13,712	Homo sapiens (Human)	NDUFS6
