Bait	Prey	Abundance	Reproducibility	Specificity	MIST	Ip	WD	WDv2	Entry.name	Gene.names	Protein.names	Length	Mass	Organism	Gene.names...primary..	mist_percent_ranking	mist_ranking	mist_percent_ranking_perBait	mist_ranking_perBait	wd_percent_ranking	WD_ranking	wd_percent_ranking_perBait	wd_ranking_perBait
EBOV_VP35	O43290	0.000112127608855155	0.979455764661331	0.419999942038722	0.590106315618473	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	4.7729707730092	2.05084097221806	SNUT1_HUMAN	SART1	U4/U6.U5 tri-snRNP-associated protein 1 (SNU66 homolog) (hSnu66) (Squamous cell carcinoma antigen recognized by T-cells 1) (SART-1) (hSART-1) (U4/U6.U5 tri-snRNP-associated 110 kDa protein) (allergen Hom s 1)	800	90,255	Homo sapiens (Human)	SART1	0.860595597755648	647	0.724425887265131	265	0.796719896417774	941	0.617954070981209	367
EBOV_VP35	O43347	3.82555145648248e-05	0.386792176052448	1	0.804847218080329	FU000393,FU000395	9.39050748043972	4.45101825354241	MSI1H_HUMAN	MSI1	RNA-binding protein Musashi homolog 1 (Musashi-1)	362	39,125	Homo sapiens (Human)	MSI1	0.967198964177733	153	0.92379958246346	74	0.867716875269733	598	0.703549060542795	280
EBOV_VP35	O43390	0.00133742590652788	0.996410323237524	0.586824573159295	0.709704561233305	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	148.771267020349	15.0839973600535	HNRPR_HUMAN	HNRNPR HNRPR	Heterogeneous nuclear ribonucleoprotein R (hnRNP R)	633	70,943	Homo sapiens (Human)	HNRNPR	0.943029779887706	265	0.882045929018783	114	0.980794130340934	90	0.951983298538618	47
EBOV_VP35	O43395	0.000141190312515052	0.796440335216732	1	0.931236578118681	FU000393,FU000395,FU000425,FU000437,FU000451	222.537196494638	11.2326922894872	PRPF3_HUMAN	PRPF3 HPRP3 PRP3	U4/U6 small nuclear ribonucleoprotein Prp3 (Pre-mRNA-splicing factor 3) (hPrp3) (U4/U6 snRNP 90 kDa protein)	683	77,529	Homo sapiens (Human)	PRPF3	0.9879154078549	57	0.972860125260954	27	0.988994389296479	49	0.972860125260956	25
EBOV_VP35	O43396	0.000412242852605603	0.965822404435078	0.0606945362970943	0.339594354984777	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	1.63299316185545	1.63299316185545	TXNL1_HUMAN	TXNL1 TRP32 TXL TXNL	Thioredoxin-like protein 1 (32 kDa thioredoxin-related protein)	289	32,251	Homo sapiens (Human)	TXNL1	0.321968062149325	3143	0.304801670146137	667	0.320025895554596	3112	0.244258872651357	717
EBOV_VP35	O43447	0.000335278160903587	0.746246724596698	0.879961494101038	0.833463904018861	FU000393,FU000425,FU000437,FU000451	16.4644419461165	4.17009017833276	PPIH_HUMAN	PPIH CYP20 CYPH	Peptidyl-prolyl cis-trans isomerase H (PPIase H) (EC 5.2.1.8) (Rotamase H) (Small nuclear ribonucleoprotein particle-specific cyclophilin H) (CypH) (U-snRNP-associated cyclophilin SnuCyp-20) (USA-CYP)	177	19,208	Homo sapiens (Human)	PPIH	0.971946482520417	131	0.936325678496862	62	0.896633577902445	479	0.758872651356991	232
EBOV_VP35	O43482	0.000826451556729324	0.990035925682995	0.111098628556401	0.381619930663951	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	2.04124145231932	2.04124145231932	MS18B_HUMAN	OIP5 MIS18B	Protein Mis18-beta (Cancer/testis antigen 86) (CT86) (Opa-interacting protein 5) (OIP-5)	229	24,691	Homo sapiens (Human)	OIP5	0.440440224428119	2594	0.490605427974945	489	0.455545964609407	2492	0.345511482254697	624
EBOV_VP35	O43660	0.000761441678451067	0.978790478241633	0.672798810181206	0.763201076811613	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	100.418079561853	10.1814421383227	PLRG1_HUMAN	PLRG1	Pleiotropic regulator 1	514	57,194	Homo sapiens (Human)	PLRG1	0.954251186879504	213	0.902922755741121	94	0.965904186447971	159	0.919624217118994	78
EBOV_VP35	O43663	1.10035246788929e-05	5.58110672701622e-11	0.31218448034898	0.214005648722256	FU000393	2.15582467177851	2.15582467177851	PRC1_HUMAN	PRC1	Protein regulator of cytokinesis 1	620	71,607	Homo sapiens (Human)	PRC1	0.162926197669401	3880	0.143006263048017	822	0.487268018990071	2311	0.368475991649269	592
EBOV_VP35	O43665	0.000493761205928011	0.60144120717007	0.0817416090242907	0.24160028886721	FU000393,FU000437,FU000451	1.91485421551268	1.91485421551268	RGS10_HUMAN	RGS10	Regulator of G-protein signaling 10 (RGS10)	181	21,210	Homo sapiens (Human)	RGS10	0.186232196806216	3772	0.17223382045929	794	0.41864479930945	2658	0.320459290187891	647
EBOV_VP35	O43670	1.50924810017425e-05	5.58110672701622e-11	0.0289526875008524	0.0198474467771155	FU000425	1.72733688170499	1.72733688170499	ZN207_HUMAN	ZNF207 BUGZ	BUB3-interacting and GLEBS motif-containing protein ZNF207 (BuGZ) (hBuGZ) (Zinc finger protein 207)	478	50,751	Homo sapiens (Human)	ZNF207	0.0209322399654726	4538	0.0187891440501044	941	0.351532153646956	3006	0.269311064718163	701
EBOV_VP35	O43677	0.00237308258810585	0.989430592607436	0.127825071025304	0.392908528747953	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	2	2	NDUC1_HUMAN	NDUFC1	NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial (Complex I-KFYI) (CI-KFYI) (NADH-ubiquinone oxidoreductase KFYI subunit)	76	8,734	Homo sapiens (Human)	NDUFC1	0.481225722917541	2405	0.537578288100206	444	0.440871817004746	2533	0.334029227557411	629
EBOV_VP35	O43684	0.00082455288234273	0.988063413814866	0.114422517773708	0.383289899558534	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	2.44948974278318	2.44948974278318	BUB3_HUMAN	BUB3	Mitotic checkpoint protein BUB3	328	37,155	Homo sapiens (Human)	BUB3	0.446266724212322	2567	0.503131524008348	477	0.577470867501076	1936	0.443632567849687	531
EBOV_VP35	O43734	0.000245912203657461	0.844427750152737	0.0681508089369892	0.307250820425753	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	1.73205080756888	1.73205080756888	CIKS_HUMAN	TRAF3IP2 C6orf2 C6orf4 C6orf5 C6orf6	Adapter protein CIKS (Connection to IKK and SAPK/JNK) (Nuclear factor NF-kappa-B activator 1) (ACT1) (TRAF3-interacting protein 2)	574	64,666	Homo sapiens (Human)	TRAF3IP2	0.267155804920155	3397	0.244258872651356	725	0.351963746223564	2943	0.27035490605428	691
EBOV_VP35	O43809	0.000586783299565098	0.946452936082785	0.0510162169702608	0.32698474849337	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	1.73205080756888	1.73205080756888	CPSF5_HUMAN	NUDT21 CFIM25 CPSF25 CPSF5	Cleavage and polyadenylation specificity factor subunit 5 (Cleavage and polyadenylation specificity factor 25 kDa subunit) (CPSF 25 kDa subunit) (Cleavage factor Im complex 25 kDa subunit) (CFIm25) (Nucleoside diphosphate-linked moiety X motif 21) (Nudix motif 21) (Nudix hydrolase 21) (Pre-mRNA cleavage factor Im 68 kDa subunit)	227	26,227	Homo sapiens (Human)	NUDT21	0.298877859300816	3250	0.27348643006263	697	0.351963746223564	2943	0.27035490605428	691
EBOV_VP35	O43818	0.00172279267730987	0.996667003532175	1	0.993021938444139	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	1440.88455961855	34.4731325485837	U3IP2_HUMAN	RRP9 RNU3IP2 U355K	U3 small nucleolar RNA-interacting protein 2 (RRP9 homolog) (U3 small nucleolar ribonucleoprotein-associated 55 kDa protein) (U3 snoRNP-associated 55 kDa protein) (U3-55K)	475	51,841	Homo sapiens (Human)	RRP9	0.999999999999913	1	0.999999999999993	1	0.999568407423366	3	0.998956158663879	2
EBOV_VP35	O43837	0.000274152206875081	0.988965067491805	0.0785785313960019	0.358993395277673	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	1.52752523165195	1.52752523165195	IDH3B_HUMAN	IDH3B	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial (Isocitric dehydrogenase subunit beta) (NAD(+)-specific ICDH subunit beta)	385	42,184	Homo sapiens (Human)	IDH3B	0.368364264134645	2928	0.376826722338203	598	0.27751402675874	3306	0.206680584551148	750
EBOV_VP35	O60229	2.41681940329411e-06	5.58110672701622e-11	0.447139956004556	0.306518925662146	FU000425	2.15582467177851	2.15582467177851	KALRN_HUMAN	KALRN DUET DUO HAPIP TRAD	Kalirin (EC 2.7.11.1) (Huntingtin-associated protein-interacting protein) (Protein Duo) (Serine/threonine-protein kinase with Dbl- and pleckstrin homology domain)	2986	340,261	Homo sapiens (Human)	KALRN	0.266076823478636	3402	0.242171189979123	727	0.487268018990071	2311	0.368475991649269	592
EBOV_VP35	O60287	2.60601022794667e-05	0.72624204967737	0.252926846813955	0.397451497664603	FU000393,FU000395,FU000425,FU000451	16.26651605633	4.11995979360804	NPA1P_HUMAN	URB1 C21orf108 KIAA0539 NOP254 NPA1	Nucleolar pre-ribosomal-associated protein 1 (Nucleolar protein 254 kDa) (URB1 ribosome biogenesis 1 homolog)	2271	254,389	Homo sapiens (Human)	URB1	0.499352611135061	2321	0.551148225469726	431	0.896201985325837	482	0.756784968684757	234
EBOV_VP35	O60506	0.00050183108138834	0.983881705076344	0.460328439686223	0.619119762069752	FU000393,FU000395,FU000423,FU000425,FU000437,FU000451	88.9176821971648	9.0154107737797	HNRPQ_HUMAN	SYNCRIP HNRPQ NSAP1	Heterogeneous nuclear ribonucleoprotein Q (hnRNP Q) (Glycine- and tyrosine-rich RNA-binding protein) (GRY-RBP) (NS1-associated protein 1) (Synaptotagmin-binding, cytoplasmic RNA-interacting protein)	623	69,603	Homo sapiens (Human)	SYNCRIP	0.883685800604157	540	0.783924843423795	208	0.958351316357337	194	0.899791231732773	97
EBOV_VP35	O60518	1.27173049258877e-05	5.58110672701622e-11	0.204199238532457	0.139980695818742	FU000395	1.73205080756888	1.73205080756888	RNBP6_HUMAN	RANBP6	Ran-binding protein 6 (RanBP6)	1105	124,714	Homo sapiens (Human)	RANBP6	0.105092792403971	4148	0.0970772442588728	866	0.351963746223564	2943	0.27035490605428	691
